aa_ocompra;t_ocompra;n_ocompra;aa_factura;t_factura;o_factura;aa_precepcion;t_precepcion;n_precepcion;aa_formulario;t_formulario;o_formulario;f_emision;f_autorizacion;e_firma;u_firma;f_firma;f_vencimiento_factura;importe_op;importe_pago;fh_pago;c_mediopago;e_pago;importe_factura;neto
2023;OCC;66472;2023;FCG;414565;2023;PRD;319091;2023;C41;368934;2023-09-19 00:00:00;2023-09-19 00:00:00;F;BUONVISO2;2023-09-21 10:15:01;2023-09-29 00:00:00;318950,17;318950,17;2023-10-17 12:12:08;BANCO;C;318950,17;306494,37
2023;OCC;67423;2023;FCG;416583;2023;PRD;332147;2023;C41;369271;2023-09-19 00:00:00;2023-09-19 00:00:00;F;RGAUTO3;2023-09-20 09:59:33;2023-10-02 00:00:00;6581356,53;6581356,53;2023-09-21 11:07:37;CHEQUE;C;6581356,53;388928,88
2023;OCC;67724;2023;FCG;414255;2023;PRD;335235;2023;C41;366821;2023-09-18 00:00:00;2023-09-18 00:00:00;F;JCGAUTO2;2023-09-18 12:22:38;2023-09-29 00:00:00;63388960,94;63388960,94;2023-09-21 11:08:33;CHEQUE;C;63388960,94;40000000
2023;OCC;70719;2023;FCG;435973;2023;PRD;349666;2023;C41;382917;2023-09-29 00:00:00;2023-09-30 00:00:00;F;RGAUTO3;2023-10-02 12:01:27;2023-10-12 00:00:00;11146595;11146595;2023-11-24 10:30:57;BANCO;C;11146595;10554221
2023;OCC;79264;2023;FCG;546989;2023;PRD;417716;2023;C41;458219;2023-11-09 00:00:00;2023-11-09 00:00:00;F;BUONVISO2;2023-11-09 10:59:03;2023-11-24 00:00:00;4196442,79;4196442,79;2023-11-13 10:30:02;BANCO;C;4196442,79;4016229,34
2023;OCC;92794;2023;FCG;672172;2023;PRD;500654;2023;C41;556158;2024-03-05 00:00:00;2024-03-05 00:00:00;F;RGAUTO3;2024-03-06 09:33:40;2024-03-19 00:00:00;72512091,61;72512091,61;2024-03-18 10:19:57;BANCO;C;72512091,61;68651117,41
2024;OCC;58115;2024;FCG;546584;2024;PRD;421608;2024;C41;475380;2024-12-11 00:00:00;2024-12-11 00:00:00;F;RGAUTO3;2024-12-12 14:50:15;2024-12-23 00:00:00;699052,24;699052,24;2024-12-16 10:13:33;BANCO;C;699052,24;574940,21
2024;OCC;65069;2024;FCG;586066;2024;PRD;460865;2024;C41;501377;2025-01-16 00:00:00;2025-01-16 00:00:00;F;FRANCHEL3;2025-01-16 13:09:39;2025-01-30 00:00:00;664357,6;664357,6;2025-01-23 12:33:12;BANCO;C;664357,6;619333,23
2024;OCC;67295;2024;FCG;600149;2024;PRD;465900;2024;C41;513725;2025-02-13 00:00:00;2025-02-13 00:00:00;F;RGAUTO3;2025-02-13 12:00:31;2025-02-26 00:00:00;9684;9684;2025-03-18 12:28:51;BANCO;C;9684;9538,74
2024;OCC;64865;2024;FCG;584853;2024;PRD;460499;2024;C41;500241;2025-01-14 00:00:00;2025-01-14 00:00:00;F;LGABELLI;2025-01-15 10:40:09;2025-01-28 00:00:00;12528683,91;12528683,91;2025-01-20 10:35:27;BANCO;C;12528683,91;11864037,09
2024;OCC;68481;2024;FCG;605555;2024;PRD;468004;2024;C41;515564;2025-02-21 00:00:00;2025-02-21 00:00:00;F;JCGAUTO2;2025-02-21 12:57:50;2025-03-06 00:00:00;418120,27;418120,27;2025-03-10 10:27:11;BANCO;C;418120,27;390281,64
2024;OCC;64437;2024;FCG;583495;2024;PRD;459229;2024;C41;499546;2025-01-14 00:00:00;2025-01-14 00:00:00;F;LGABELLI;2025-01-14 16:47:35;2025-01-27 00:00:00;1668453,07;1668453,07;2025-01-20 10:35:24;BANCO;C;1668453,07;1582270,61
2024;OCC;67501;2024;FCG;597375;2024;PRD;466129;2024;C41;511022;2025-02-05 00:00:00;2025-02-05 00:00:00;F;RGAUTO3;2025-02-06 08:27:33;2025-02-18 00:00:00;2459893,1;2459893,1;2025-02-11 14:53:17;BANCO;C;2459893,1;2363349,01
2024;OCC;67466;2024;FCG;596919;2024;PRD;466095;2024;C41;511756;2025-02-06 00:00:00;2025-02-06 00:00:00;F;BUONVISO2;2025-02-07 10:02:30;2025-03-12 00:00:00;1659855,08;1659855,08;2025-02-11 14:53:19;BANCO;C;1659855,08;1382482,75
2024;OCC;67373;2024;FCG;600162;2024;PRD;466015;2024;C41;514269;2025-02-17 00:00:00;2025-02-17 00:00:00;F;RGAUTO3;2025-02-17 12:26:22;2025-02-26 00:00:00;1396790,03;1396790,03;2025-03-26 12:51:47;BANCO;C;1396790,03;1342550,42
2024;OCC;69153;2024;FCG;608848;2024;PRD;469179;2024;C41;517526;2025-03-19 00:00:00;2025-03-19 00:00:00;F;RGAUTO3;2025-03-21 08:57:01;2025-04-03 00:00:00;146952,83;146952,83;2025-03-28 12:53:48;BANCO;C;146952,83;142448,48
2024;OCC;69156;2024;FCG;608817;2024;PRD;469185;2024;C41;517507;2025-03-18 00:00:00;2025-03-18 00:00:00;F;FRANCHEL3;2025-03-18 19:38:34;2025-04-03 00:00:00;1646655,77;1646655,77;2025-03-27 12:17:58;BANCO;C;1646655,77;1582473,15
2024;OCC;69081;2024;FCG;607688;2024;PRD;469107;2024;C41;516465;2025-03-05 00:00:00;2025-03-05 00:00:00;F;FRANCHEL3;2025-03-05 15:10:22;2025-03-17 00:00:00;112479,35;112479,35;2025-03-21 12:12:00;BANCO;C;112479,35;109346,82
2024;OCC;69061;2024;FCG;607712;2024;PRD;469075;2024;C41;516312;2025-02-28 00:00:00;2025-02-28 00:00:00;F;RGAUTO3;2025-03-05 08:34:01;2025-03-18 00:00:00;7816043,04;7816043,04;2025-03-21 12:11:53;BANCO;C;7816043,04;7506359,6
2024;OCC;68943;2024;FCG;608995;2024;PRD;469109;2024;C41;517727;2025-03-26 00:00:00;2025-03-26 00:00:00;F;RGAUTO3;2025-03-28 14:07:48;2025-04-08 00:00:00;148620;148620;2025-03-31 14:30:56;BANCO;C;148620;139590,71
2024;OCC;69186;2024;FCG;607200;2024;PRD;469231;2024;C41;515847;2025-02-24 00:00:00;2025-02-24 00:00:00;F;RGAUTO3;2025-02-27 13:50:44;2025-03-11 00:00:00;513141,05;513141,05;2025-03-10 10:13:42;BANCO;C;513141,05;423188,6
2024;OCC;69066;2024;FCG;607589;2024;PRD;469040;2024;C41;516914;2025-03-11 00:00:00;2025-03-11 00:00:00;F;RGAUTO3;2025-03-11 14:31:51;2025-03-17 00:00:00;8064780,95;8064780,95;2025-03-21 12:12:03;BANCO;C;8064780,95;7745199,4
2024;OCC;68832;2024;FCG;599796;2024;PRD;468664;2024;C41;513054;2025-02-11 00:00:00;2025-02-11 00:00:00;F;PDIAZBOS;2025-02-12 12:19:55;2025-02-25 00:00:00;43635854,04;43635854,04;2025-02-13 13:17:27;BANCO;C;43635854,04;40591703,33
2024;OCC;69184;2024;FCG;605615;2024;PRD;469229;2024;C41;515158;2025-02-20 00:00:00;2025-02-20 00:00:00;F;FRANCHEL3;2025-02-20 15:27:06;2025-03-10 00:00:00;55719,05;55719,05;2025-03-05 15:48:09;BANCO;C;55719,05;54422,77
2025;OCC;22599;2025;FCG;92807;2025;PRD;78236;2025;C41;83846;2025-03-31 00:00:00;2025-03-31 00:00:00;F;RGAUTO3;2025-03-31 14:28:19;2025-04-15 00:00:00;33315548,97;33315548,97;2025-04-14 11:39:30;BANCO;C;33315548,97;31543700,95
2025;OCC;24050;2025;FCG;121902;2025;PRD;97410;2025;C41;108350;2025-04-15 00:00:00;2025-04-15 00:00:00;F;RGAUTO3;2025-04-16 14:48:01;2025-04-30 00:00:00;597154,36;597154,36;2025-05-08 12:19:26;BANCO;C;597154,36;574734,96
2025;OCC;29482;2025;FCG;168347;2025;PRD;130360;2025;C41;154919;2025-05-26 00:00:00;2025-05-29 00:00:00;F;RGAUTO3;2025-05-29 14:40:01;2025-06-03 00:00:00;18755;18755;2025-06-02 13:17:53;BANCO;C;18755;18286,12
2025;OCC;30319;2025;FCG;173184;2025;PRD;135566;2025;C41;155129;2025-05-26 00:00:00;2025-05-28 00:00:00;F;RGAUTO3;2025-05-29 14:40:03;2025-06-05 00:00:00;38354680,54;38354680,54;2025-06-02 13:18:00;BANCO;C;38354680,54;31533467,41
2025;OCC;30549;2025;FCG;190819;2025;PRD;137426;2025;C41;166600;2025-06-03 00:00:00;2025-06-03 00:00:00;F;JCGAUTO2;2025-06-03 12:25:56;2025-06-12 00:00:00;24446898,26;24446898,26;2025-06-09 11:43:29;BANCO;C;24446898,26;23658768,48
2025;OCC;32217;2025;FCG;195093;2025;PRD;150546;2025;C41;181938;2025-06-10 00:00:00;2025-06-10 00:00:00;F;RGAUTO3;2025-06-10 14:17:39;2025-06-18 00:00:00;967680,1;967680,1;2025-06-17 14:19:42;BANCO;C;967680,1;920839,43
2025;OCC;32218;2025;FCG;191200;2025;PRD;150550;2025;C41;168420;2025-06-03 00:00:00;2025-06-03 00:00:00;F;JCGAUTO2;2025-06-05 12:17:41;2025-06-13 00:00:00;2964176,09;2964176,09;2025-06-09 11:43:30;BANCO;C;2964176,09;2871139,6
2025;OCC;32219;2025;FCG;195095;2025;PRD;150548;2025;C41;181950;2025-06-10 00:00:00;2025-06-10 00:00:00;F;RGAUTO3;2025-06-10 14:17:41;2025-06-18 00:00:00;597912,59;597912,59;2025-06-17 14:19:43;BANCO;C;597912,59;569483,89
2023;OCC;93014;2023;FCG;674059;2023;PRD;501066;2023;C41;558192;2024-04-10 00:00:00;2024-04-10 00:00:00;F;BUONVISO2;2024-04-11 11:34:21;2024-05-07 00:00:00;668485,44;668485,44;2024-04-16 11:47:39;BANCO;C;668485,44;582882,64
2023;OCC;93053;2023;FCG;675120;2023;PRD;501111;2023;C41;558920;2024-06-21 00:00:00;2024-06-21 00:00:00;F;RGAUTO3;2024-06-26 09:29:53;2024-07-05 00:00:00;75304;75304;2024-06-28 10:31:27;BANCO;C;75304;71292,97
2023;OCC;93047;2023;FCG;673623;2023;PRD;501105;2023;C41;557721;2024-03-22 00:00:00;2024-03-22 00:00:00;F;FRANCHEL3;2024-03-22 11:50:52;2024-04-11 00:00:00;1470696,52;1470696,52;2024-04-04 12:26:08;BANCO;C;1470696,52;1408411,02
2024;OCC;30776;2024;FCG;247687;2024;PRD;193538;2024;C41;213968;2024-06-11 00:00:00;2024-06-11 00:00:00;F;RGAUTO3;2024-06-11 14:19:10;2024-06-28 00:00:00;732766,85;732766,85;2024-06-18 11:09:35;BANCO;C;732766,85;696423,23
2024;OCC;37319;2024;FCG;322212;2024;PRD;264482;2024;C41;282417;2024-07-26 00:00:00;2024-07-26 00:00:00;F;LGABELLI;2024-07-29 11:15:06;2024-08-09 00:00:00;17314239,55;17314239,55;2024-07-29 14:31:23;BANCO;C;17314239,55;14349494,65
2024;OCC;41539;2024;FCG;361267;2024;PRD;292979;2024;C41;312666;2024-08-16 00:00:00;2024-08-16 00:00:00;F;JCGAUTO2;2024-08-16 15:05:08;2024-08-28 00:00:00;72030225,23;72030225,23;2024-08-26 11:05:33;BANCO;C;72030225,23;69455446,32
2024;OCC;41524;2024;FCG;360372;2024;PRD;292939;2024;C41;317099;2024-08-21 00:00:00;2024-08-21 00:00:00;F;FRANCHEL3;2024-08-21 14:44:49;2024-08-29 00:00:00;263490,01;263490,01;2024-08-26 11:05:43;BANCO;C;263490,01;253433,66
2024;OCC;45247;2024;FCG;417660;2024;PRD;312995;2024;C41;374996;2024-09-30 00:00:00;2024-09-30 00:00:00;F;BUONVISO2;2024-10-02 07:57:36;2024-10-07 00:00:00;1112886,51;1112886,51;2024-10-17 11:20:13;BANCO;C;1112886,51;1066081,47
2024;OCC;47373;2024;FCG;429504;2024;PRD;336993;2024;C41;372103;2024-09-27 00:00:00;2024-09-27 00:00:00;F;RGAUTO3;2024-09-30 09:59:59;2024-10-14 00:00:00;22015056,22;22015056,22;2024-10-07 12:14:30;BANCO;C;22015056,22;20843779,49
2024;OCC;49214;2024;FCG;459843;2024;PRD;362817;2024;C41;399454;2024-10-14 00:00:00;2024-10-14 00:00:00;F;RGAUTO3;2024-10-15 10:05:51;2024-10-28 00:00:00;408272,51;408272,51;2024-10-21 11:05:35;BANCO;C;408272,51;389212,69
2024;OCC;49206;2024;FCG;448842;2024;PRD;362519;2024;C41;391938;2024-10-08 00:00:00;2024-10-08 00:00:00;F;RGAUTO3;2024-10-09 12:28:02;2024-10-23 00:00:00;14633579,21;14633579,21;2024-10-14 11:27:40;BANCO;C;14633579,21;13855472,88
2024;OCC;48901;2024;FCG;449531;2024;PRD;356927;2024;C41;392013;2024-10-08 00:00:00;2024-10-08 00:00:00;F;RGAUTO3;2024-10-09 12:28:03;2024-10-23 00:00:00;25160,85;25160,85;2024-10-14 11:27:46;BANCO;C;25160,85;21100,22
2024;OCC;49072;2024;FCG;448838;2024;PRD;360223;2024;C41;392168;2024-10-09 00:00:00;2024-10-10 00:00:00;F;RGAUTO3;2024-10-10 11:41:53;2024-10-23 00:00:00;5448246,17;5448246,17;2024-10-21 12:06:51;BANCO;C;5448246,17;4461349,76
2024;OCC;49076;2024;FCG;449577;2024;PRD;360313;2024;C41;392397;2024-10-09 00:00:00;2024-10-09 00:00:00;F;BUONVISO2;2024-10-09 11:37:44;2024-10-23 00:00:00;210150,67;210150,67;2024-10-14 11:27:39;BANCO;C;210150,67;202402,02
2024;OCC;50530;2024;FCG;466293;2024;PRD;374856;2024;C41;405902;2024-10-18 00:00:00;2024-10-18 00:00:00;F;FRANCHEL3;2024-10-18 13:43:18;2024-10-31 00:00:00;35740,71;35740,71;2024-10-28 12:08:26;BANCO;C;35740,71;35204,6
2024;OCC;52999;2024;FCG;482827;2024;PRD;385592;2024;C41;417328;2024-11-01 00:00:00;2024-11-01 00:00:00;F;RGAUTO3;2024-11-06 08:23:16;2024-11-15 00:00:00;1536964,37;1536964,37;2024-12-23 13:12:23;BANCO;C;1536964,37;1218748,74
2024;OCC;52815;2024;FCG;482002;2024;PRD;384932;2024;C41;416808;2024-10-31 00:00:00;2024-10-31 00:00:00;F;RGAUTO3;2024-10-31 15:14:10;2024-11-14 00:00:00;1086471,28;1086471,28;2024-11-04 12:08:17;BANCO;C;1086471,28;1031287,77
2024;OCC;53040;2024;FCG;482948;2024;PRD;385767;2024;C41;416816;2024-10-31 00:00:00;2024-10-31 00:00:00;F;JCGAUTO2;2024-11-01 09:12:49;2024-11-12 00:00:00;188706,6;188706,6;2024-12-23 13:12:19;BANCO;C;188706,6;176879,52
2024;OCC;53001;2024;FCG;489859;2024;PRD;385589;2024;C41;424208;2024-11-07 00:00:00;2024-11-07 00:00:00;F;BUONVISO2;2024-11-08 08:02:38;2024-11-21 00:00:00;221415,48;221415,48;2024-11-19 13:32:07;BANCO;C;221415,48;206536,99
2024;OCC;53028;2024;FCG;482826;2024;PRD;385810;2024;C41;417806;2024-11-01 00:00:00;2024-11-01 00:00:00;F;RGAUTO3;2024-11-06 08:23:55;2024-11-15 00:00:00;429412,5;429412,5;2024-12-26 13:09:09;BANCO;C;429412,5;341474,3
2024;OCC;54462;2024;FCG;495840;2024;PRD;392873;2024;C41;430295;2024-11-13 00:00:00;2024-11-13 00:00:00;F;JCGAUTO2;2024-11-13 14:34:03;2024-11-22 00:00:00;922925,75;922925,75;2024-11-19 12:37:53;BANCO;C;922925,75;891261,2
2024;OCC;59629;2024;FCG;554022;2024;PRD;436564;2024;C41;476968;2024-12-12 00:00:00;2024-12-12 00:00:00;F;PDIAZBOS;2024-12-12 13:49:46;2024-12-24 00:00:00;1213677,86;1213677,86;2024-12-16 10:06:37;BANCO;C;1213677,86;1171614,72
2024;OCC;59638;2024;FCG;555205;2024;PRD;436667;2024;C41;479594;2024-12-13 00:00:00;2024-12-13 00:00:00;F;FRANCHEL3;2024-12-13 14:40:01;2024-12-27 00:00:00;1244231,92;1244231,92;2024-12-26 11:11:18;BANCO;C;1244231,92;1191744,29
2024;OCC;61625;2024;FCG;577483;2024;PRD;448124;2024;C41;495798;2025-01-07 00:00:00;2025-01-08 00:00:00;F;FRANCHEL3;2025-01-08 13:51:22;2025-01-20 00:00:00;1045231,62;1045231,62;2025-01-13 11:00:33;BANCO;C;1045231,62;973624,76
2024;OCC;64320;2024;FCG;581685;2024;PRD;458641;2024;C41;497951;2025-01-10 00:00:00;2025-01-10 00:00:00;F;LGABELLI;2025-01-13 12:29:58;2025-01-24 00:00:00;482741,08;482741,08;2025-01-20 10:35:18;BANCO;C;482741,08;462510,74
2024;OCC;66585;2024;FCG;588758;2024;PRD;463994;2024;C41;504855;2025-01-22 00:00:00;2025-01-22 00:00:00;F;RGAUTO3;2025-01-24 14:33:13;2025-02-04 00:00:00;1393295,8;1393295,8;2025-01-30 12:09:20;BANCO;C;1393295,8;1292560,13
2021;OCC;38614;2021;FCG;282004;2021;PRD;212376;2021;C41;234201;2021-07-30 00:00:00;2021-07-30 00:00:00;F;RGAUTO3;2021-08-01 22:41:20;2021-08-11 00:00:00;2533500;2533500;2021-08-18 11:29:50;BANCO;C;2533500;2003755,66
2021;OCC;72984;2021;FCG;534227;2021;PRD;408737;2021;C41;494347;2022-02-22 00:00:00;2022-02-22 00:00:00;F;VBERALDI;2022-02-23 09:30:06;2022-03-18 00:00:00;5277830,03;5277830,03;2022-03-21 10:24:57;BANCO;C;31666980,18;971990,08
2021;OCC;75730;2021;FCG;536206;2021;PRD;416165;2021;C41;491636;2022-02-10 00:00:00;2022-02-10 00:00:00;F;VBERALDI;2022-02-10 11:32:41;2022-02-21 00:00:00;3118063,68;3118063,68;2022-02-18 16:37:51;CH_DIF;C;3118063,68;348808,9
2022;OCC;34316;2022;FCG;189772;2022;PRD;145347;2022;C41;181595;2022-06-10 00:00:00;2022-06-10 00:00:00;F;JCGAUTO2;2022-06-10 15:15:51;2022-07-20 00:00:00;492964,76;492964,76;2022-06-27 10:24:12;BANCO;C;492964,76;413517,75
2022;OCC;36734;2022;FCG;187298;2022;PRD;154726;2022;C41;185038;2022-06-14 00:00:00;2022-06-14 00:00:00;F;VBERALDI;2022-06-14 16:07:53;2022-07-20 00:00:00;4335887,49;4335887,49;2022-06-29 15:45:27;CH_DIF;C;4335887,49;1209939,97
2022;OCC;40033;2022;FCG;216738;2022;PRD;178036;2022;C41;197691;2022-06-27 00:00:00;2022-06-27 00:00:00;F;VBERALDI;2022-06-28 13:15:57;2022-08-05 00:00:00;2579730,96;2579730,96;2022-07-18 10:32:12;BANCO;C;2579730,96;2158290,57
2022;OCC;85489;2022;FCG;584203;2022;PRD;453441;2022;C41;504952;2023-03-07 00:00:00;2023-03-07 00:00:00;F;FRANCHEL3;2023-03-07 16:50:37;2023-03-21 00:00:00;3388005,61;3388005,61;2023-03-10 10:41:58;BANCO;C;3388005,61;3141128,6
2022;OCC;82419;2022;FCG;577329;2022;PRD;448833;2022;C41;498551;2023-02-08 00:00:00;2023-02-08 00:00:00;F;VBERALDI;2023-02-09 11:58:25;2023-02-17 00:00:00;809357,41;809357,41;2023-02-27 11:04:28;BANCO;C;2428072,23;678057,86
2022;OCC;81487;2022;FCG;571404;2022;PRD;446372;2022;C41;494894;2023-01-30 00:00:00;2023-02-02 00:00:00;F;RGAUTO3;2023-02-06 10:38:18;2023-02-10 00:00:00;4193,48;4193,48;2023-02-13 10:17:04;BANCO;C;4193,48;4088,65
2022;OCC;81501;2022;FCG;571001;2022;PRD;446381;2022;C41;494355;2023-01-26 00:00:00;2023-01-26 00:00:00;F;EBUSQUET;2023-01-30 14:51:30;2023-02-09 00:00:00;343770,64;343770,64;2023-02-06 11:33:07;BANCO;C;343770,64;256391,38
2022;OCC;82138;2022;FCG;571407;2022;PRD;448115;2022;C41;494781;2023-01-27 00:00:00;2023-01-27 00:00:00;F;EBUSQUET;2023-01-30 14:51:50;2023-02-10 00:00:00;201705;201705;2023-02-06 11:33:07;BANCO;C;201705;150991
2022;OCC;82777;2022;FCG;576500;2022;PRD;449654;2022;C41;496976;2023-02-03 00:00:00;2023-02-03 00:00:00;F;RGAUTO3;2023-02-06 09:03:15;2023-02-16 00:00:00;876800;876800;2023-02-08 10:31:00;BANCO;C;876800;840209,12
2022;OCC;84347;2022;FCG;584096;2022;PRD;452139;2022;C41;504887;2023-03-07 00:00:00;2023-03-14 00:00:00;F;RGAUTO3;2023-03-15 09:15:37;2023-03-21 00:00:00;46407,79;46407,79;2023-04-14 12:02:57;BANCO;C;46407,79;38918,18
2022;OCC;84500;2022;FCG;583156;2022;PRD;452308;2022;C41;504289;2023-03-03 00:00:00;2023-03-03 00:00:00;F;JCGAUTO2;2023-03-03 11:47:15;2023-03-15 00:00:00;124835150,6;124835150,6;2023-04-14 13:30:49;BANCO;C;124835150,6;120371831,9
2022;OCC;84501;2022;FCG;583118;2022;PRD;452309;2022;C41;504186;2023-03-02 00:00:00;2023-03-02 00:00:00;F;JCGAUTO2;2023-03-03 11:46:32;2023-03-15 00:00:00;62900520,53;62900520,53;2023-03-20 10:57:25;BANCO;C;62900520,53;60652260,61
2023;OCC;34510;2023;FCG;183786;2023;PRD;124897;2023;C41;167786;2023-05-22 00:00:00;2023-05-24 00:00:00;F;RGAUTO3;2023-05-24 13:01:46;2023-06-05 00:00:00;11668675,73;11668675,73;2023-06-06 11:25:09;BANCO;C;11668675,73;11088996,22
2023;OCC;34501;2023;FCG;151287;2023;PRD;124844;2023;C41;133136;2023-04-27 00:00:00;2023-04-27 00:00:00;F;FRANCHEL3;2023-04-28 12:19:20;2023-05-12 00:00:00;440477,31;440477,31;2023-05-15 12:15:17;BANCO;C;440477,31;422763,69
2023;OCC;45693;2023;FCG;232304;2023;PRD;186792;2023;C41;202722;2023-06-16 00:00:00;2023-06-16 00:00:00;F;RGAUTO3;2023-06-21 09:42:21;2023-07-04 00:00:00;2208082,45;2208082,45;2023-06-22 12:47:38;BANCO;C;2208082,45;2010698,43
2023;OCC;51129;2023;FCG;273629;2023;PRD;219406;2023;C41;243954;2023-07-12 00:00:00;2023-07-12 00:00:00;F;RGAUTO3;2023-07-13 13:01:05;2023-07-25 00:00:00;18470582,94;18470582,94;2023-07-17 10:49:58;BANCO;C;18470582,94;17672806,49
2023;OCC;51281;2023;FCG;300308;2023;PRD;246213;2023;C41;264396;2023-07-24 00:00:00;2023-07-24 00:00:00;F;FRANCHEL3;2023-07-24 11:42:12;2023-08-07 00:00:00;14238356,22;14238356,22;2023-07-31 10:41:48;BANCO;C;14238356,22;10564968,17
2023;OCC;55316;2023;FCG;308740;2023;PRD;247145;2023;C41;274456;2023-07-31 00:00:00;2023-08-01 00:00:00;F;RGAUTO3;2023-08-01 13:53:51;2023-08-11 00:00:00;108240576,6;108240576,6;2023-09-08 09:17:38;BANCO;C;1914052,23;88608510,68
2023;OCC;55622;2023;FCG;315288;2023;PRD;255300;2023;C41;279413;2023-08-03 00:00:00;2023-08-03 00:00:00;F;RGAUTO3;2023-08-07 09:26:38;2023-08-16 00:00:00;1097520;1097520;2023-08-16 11:59:53;BANCO;C;1097520;1051379,79
2023;OCC;66028;2023;FCG;396037;2023;PRD;313988;2023;C41;348022;2023-09-08 00:00:00;2023-09-08 00:00:00;F;RGAUTO3;2023-09-11 10:12:18;2023-09-22 00:00:00;11719772,62;11719772,62;2023-09-18 11:38:28;BANCO;C;11719772,62;11193726,25
2023;OCC;75966;2023;FCG;500664;2023;PRD;384727;2023;C41;424264;2023-10-25 00:00:00;2023-10-25 00:00:00;F;FRANCHEL3;2023-10-25 10:53:54;2023-11-07 00:00:00;708883,6;708883,6;2023-11-07 13:06:13;BANCO;C;708883,6;679557,54
2023;OCC;67960;2023;FCG;417939;2023;PRD;337249;2023;C41;369136;2023-09-19 00:00:00;2023-09-19 00:00:00;F;BUONVISO2;2023-09-19 12:48:02;2023-10-03 00:00:00;4610749,17;4610749,17;2023-09-21 11:27:34;BANCO;C;4610749,17;4274288,51
2023;OCC;66888;2023;FCG;409758;2023;PRD;323647;2023;C41;363094;2023-09-14 00:00:00;2023-09-17 00:00:00;F;RGAUTO3;2023-09-18 10:28:58;2023-09-28 00:00:00;1350376,1;1350376,1;2023-09-21 11:10:02;CHEQUE;C;1350376,1;1000000
2023;OCC;67801;2023;FCG;425371;2023;PRD;335807;2023;C41;374435;2023-09-22 00:00:00;2023-09-22 00:00:00;F;GEPEREYRA;2023-09-22 10:19:20;2023-10-06 00:00:00;1055947,41;1055947,41;2023-10-02 10:55:13;BANCO;C;1055947,41;877658,78
2023;OCC;67531;2023;FCG;416440;2023;PRD;332967;2023;C41;366810;2023-09-18 00:00:00;2023-09-18 00:00:00;F;FRANCHEL3;2023-09-18 08:49:18;2023-10-02 00:00:00;554480,89;554480,89;2023-09-21 11:07:32;CHEQUE;C;554480,89;531834,97
2023;OCC;70112;2023;FCG;432500;2023;PRD;347530;2023;C41;379175;2023-09-27 00:00:00;2023-09-27 00:00:00;F;FRANCHEL3;2023-09-27 10:16:12;2023-10-10 00:00:00;4012676,21;4012676,21;2023-10-17 13:17:44;BANCO;C;4012676,21;3840413,34
2023;OCC;67724;2023;FCG;414255;2023;PRD;335235;2023;C41;366821;2023-09-18 00:00:00;2023-09-18 00:00:00;F;JCGAUTO2;2023-09-18 12:22:38;2023-09-29 00:00:00;63388960,94;63388960,94;2023-09-21 11:07:10;CHEQUE;C;63388960,94;1000000
2023;OCC;72002;2023;FCG;446439;2023;PRD;353539;2023;C41;394457;2023-10-06 00:00:00;2023-10-06 00:00:00;F;BUONVISO2;2023-10-06 12:09:46;2023-10-19 00:00:00;1396699;1396699;2023-10-12 12:29:42;BANCO;C;1396699;1295713,99
2023;OCC;82383;2023;FCG;581853;2023;PRD;446434;2023;C41;489209;2023-11-28 00:00:00;2023-11-28 00:00:00;F;RGAUTO3;2023-11-29 10:08:50;2023-12-12 00:00:00;15225778,42;15225778,42;2023-12-04 11:40:57;BANCO;C;15225778,42;14568386,69
2023;OCC;79507;2023;FCG;552793;2023;PRD;420374;2023;C41;471232;2023-11-14 00:00:00;2023-11-14 00:00:00;F;BUONVISO2;2023-11-15 08:29:08;2023-11-27 00:00:00;4998168,77;4998168,77;2024-01-16 12:18:20;BANCO;C;4998168,77;4783269,08
2023;OCC;84833;2023;FCG;615395;2023;PRD;468270;2023;C41;520136;2023-12-11 00:00:00;2023-12-15 00:00:00;F;LGABELLI;2023-12-15 12:19:32;2023-12-22 00:00:00;1754550;1754550;2023-12-18 11:40:06;BANCO;C;1754550;1438984,63
2023;OCC;92776;2023;FCG;672052;2023;PRD;500619;2023;C41;556024;2024-03-05 00:00:00;2024-03-05 00:00:00;F;RGAUTO3;2024-03-05 14:03:32;2024-03-19 00:00:00;379067080,2;379067080,2;2024-03-18 10:19:55;BANCO;C;379067080,2;358877619,2
2023;OCC;92890;2023;FCG;673173;2023;PRD;500834;2023;C41;557193;2024-03-14 00:00:00;2024-03-15 00:00:00;F;RGAUTO3;2024-03-18 10:45:31;2024-04-03 00:00:00;132274,42;132274,42;2024-03-25 09:35:04;BANCO;C;132274,42;122604,06
2024;OCC;45180;2024;FCG;405190;2024;PRD;312140;2024;C41;352940;2024-09-19 00:00:00;2024-09-19 00:00:00;F;JCGAUTO2;2024-09-20 13:43:48;2024-10-02 00:00:00;53591;53591;2024-11-15 11:08:07;BANCO;C;53591;52746,17
2024;OCC;67297;2024;FCG;600157;2024;PRD;465903;2024;C41;513732;2025-02-13 00:00:00;2025-02-13 00:00:00;F;PDIAZBOS;2025-02-14 12:28:00;2025-02-26 00:00:00;1288073,52;1288073,52;2025-03-18 12:28:51;BANCO;C;1288073,52;1247820,66
